user_id,campaign,medium,source,fecha
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-31
,(direct),(none),(direct),2025-12-31
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-31
,(direct),(none),(direct),2025-12-31
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-31
,(direct),(none),(direct),2025-12-31
140606083427000,(direct),(none),(direct),2025-12-31
,BANCOLOMBIA_AT_EST_FB_CONS_CPV_RVIDEO_ADQUIRENCIA_EST_ACEPTACIÓNCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-31
,(referral),referral,m.facebook.com,2025-12-31
,(organic),organic,google,2025-12-31
,(referral),referral,m.facebook.com,2025-12-31
,always-on-personas-tarjeta-de-credito-pantalla-tramites-solicitudes,link,app-bancolombia,2026-01-03
121005213040003,BANCOLOMBIA_AT_EST_GDN_CONS_CPC_TRAFICO_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM,cpc,google,2026-01-05
,(direct),(none),(direct),2026-01-06
,(direct),(none),(direct),2026-01-06
,(direct),(none),(direct),2026-01-06
,BANCOLOMBIA_VD_AON_SEM-CT_PEF_CPA_CONVERSION_TDC-SOLICITUDES_MDO00855_013_VENTAS-DIGITALES,cpc,google,2026-01-06
,Htaccess-9-personas,Redirect,Organic,2026-01-06
,always-on-personas-cuentas-pricing-cambiar-plan,link,app-bancolombia,2026-01-06
,BANCOLOMBIA_VD_AON_SEM-CT_PEF_CPA_CONVERSION_TDC-SOLICITUDES_MDO00855_013_VENTAS-DIGITALES,cpc,google,2026-01-06
,(direct),(none),(direct),2026-01-06
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-07
,(organic),organic,google,2026-01-07
,(direct),(none),(direct),2026-01-07
230109145625000,(organic),organic,google,2026-01-07
,(organic),organic,google,2026-01-07
61022091643006,(direct),(none),(direct),2026-01-07
,(direct),(none),(direct),2026-01-07
,(organic),organic,google,2026-01-07
,(direct),(none),(direct),2026-01-07
110531101356000,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-07
,(organic),organic,google,2026-01-07
230109145625000,(organic),organic,google,2026-01-07
,(organic),organic,google,2026-01-07
,(organic),organic,google,2026-01-07
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-07
50111085139000,(direct),(none),(direct),2026-01-07
,(organic),organic,google,2026-01-07
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-07
,(direct),(none),(direct),2026-01-07
,(direct),(none),(direct),2026-01-07
,(direct),(none),(direct),2026-01-08
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-08
,(direct),(none),(direct),2026-01-08
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-08
,20250402_mail_emision_td_negocios_st_tips_de_seguridad_cta,email,crm,2026-01-08
90331123812000,(direct),(none),(direct),2026-01-08
,(direct),(none),(direct),2026-01-08
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-08
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-08
,(direct),(none),(direct),2026-01-08
,(direct),(none),(direct),2026-01-08
,(referral),referral,co.search.yahoo.com,2026-01-09
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-09
,(direct),(none),(direct),2026-01-09
,pymes-comercios-uso,wtrack,email,2026-01-09
,(organic),organic,google,2026-01-09
,(direct),(none),(direct),2026-01-09
,(referral),referral,co.search.yahoo.com,2026-01-09
,(direct),(none),(direct),2026-01-09
,(direct),(none),(direct),2026-01-09
,pymes-comercios-uso,wtrack,email,2026-01-09
,20250401_mail_emision_td_negocios_s3_master_coverage_cta,email,crm,2026-01-09
,(direct),(none),(direct),2026-01-09
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-09
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2026-01-10
,(referral),referral,es.digifinancas.com,2026-01-10
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-10
,(direct),(none),(direct),2026-01-10
,(direct),(none),(direct),2026-01-10
,(direct),(none),(direct),2026-01-10
,(direct),(none),(direct),2026-01-10
,(direct),(none),(direct),2026-01-10
,(referral),referral,es.digifinancas.com,2026-01-10
,(referral),referral,es.digifinancas.com,2026-01-10
61022092017839,(direct),(none),(direct),2026-01-10
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2026-01-10
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-10
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-10
,(direct),(none),(direct),2026-01-10
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2026-01-10
61022092017839,(direct),(none),(direct),2026-01-10
,EMAIL_PYMES_INDEPENDIENTES_BENEFICIOSGENERALES_DICIEMBRE,link,email,2026-01-10
,EMAIL_PYMES_INDEPENDIENTES_BENEFICIOSGENERALES_DICIEMBRE,link,email,2026-01-10
,(direct),(none),(direct),2026-01-10
,(direct),(none),(direct),2026-01-10
200716211519000,(direct),(none),(direct),2026-01-10
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-11
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-11
,(direct),(none),(direct),2026-01-11
,(direct),(none),(direct),2026-01-11
,(direct),(none),(direct),2026-01-11
,(referral),referral,es.digifinancas.com,2026-01-12
,(organic),organic,google,2026-01-12
,(direct),(none),(direct),2026-01-12
,viajes,Banner,Medios propios,2026-01-12
,(direct),(none),(direct),2026-01-12
,viajes,Banner,Medios propios,2026-01-12
61022101358574,BANCOLOMBIA_VD_AON_SEM-PDB_PEF_CPA_CONVERSION_TDC-SOLICITUDES_MDO00855_BBDD_009_VENTAS-DIGITALES,cpc,google,2026-01-12
,(direct),(none),(direct),2026-01-12
,viajes,Banner,Medios propios,2026-01-12
,viajes,Banner,Medios propios,2026-01-12
,viajes,Banner,Medios propios,2026-01-12
,viajes,Banner,Medios propios,2026-01-12
,(organic),organic,google,2026-01-12
,viajes,Banner,Medios propios,2026-01-12
,viajes,Banner,Medios propios,2026-01-12
61022101358574,BANCOLOMBIA_VD_AON_SEM-PDB_PEF_CPA_CONVERSION_TDC-SOLICITUDES_MDO00855_BBDD_009_VENTAS-DIGITALES,cpc,google,2026-01-12
,(direct),(none),(direct),2026-01-12
,(direct),(none),(direct),2026-01-12
,viajes,Banner,Medios propios,2026-01-12
,(direct),(none),(direct),2026-01-12
,(direct),(none),(direct),2026-01-12
,(direct),(none),(direct),2026-01-12
,(direct),(none),(direct),2026-01-12
,personas-llaves-qr,wtrack,email,2026-01-13
191003143201000,EMAIL_MECANICA_ENERO,link,email,2026-01-13
,always-on-personas-ajustes-proteccion-datos-personales,boton,app-bancolombia,2026-01-13
,(direct),(none),(direct),2026-01-13
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-13
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-13
170719102213000,BANCOLOMBIA_VD_AON_GDG_PEF_CPA_CONVERSION_TDC-PREAPROBADOS_MDO00855_013_VENTAS-DIGITALES,cpc,google,2026-01-13
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-13
,(direct),(none),(direct),2026-01-13
,EMAIL_MECANICA_ENERO,link,email,2026-01-13
,(direct),(none),(direct),2026-01-13
,(direct),(none),(direct),2026-01-13
,(direct),(none),(direct),2026-01-13
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-14
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-14
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-14
,(direct),(none),(direct),2026-01-14
,(direct),(none),(direct),2026-01-14
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-14
,(direct),(none),(direct),2026-01-14
,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_OCTUBRE,link,email,2026-01-14
,(organic),organic,google,2026-01-14
,(direct),(none),(direct),2026-01-14
,(direct),(none),(direct),2026-01-14
111123113432000,(direct),(none),(direct),2026-01-14
,(direct),(none),(direct),2026-01-14
,(organic),organic,google,2026-01-14
,EMAIL_MECANICA_ENERO,link,email,2026-01-14
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-14
,(organic),organic,google,2026-01-14
,(direct),(none),(direct),2026-01-14
,(direct),(none),(direct),2026-01-14
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-14
80722115922000,(direct),(none),(direct),2026-01-14
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-14
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-14
61022111827431,(direct),(none),(direct),2026-01-14
,(direct),(none),(direct),2026-01-14
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-14
161202140803000,(referral),referral,leasing.grupobancolombia.com,2026-01-14
,(organic),organic,google,2026-01-14
,SVP,Boton,App,2026-01-15
,(direct),(none),(direct),2026-01-15
61022091643006,(organic),organic,google,2026-01-15
,BANCOLOMBIA_VD_AON_SEM-PDB_PEF_CPA_CONVERSION_TDC-SOLICITUDES_MDO00855_013_VENTAS-DIGITALES,cpc,google,2026-01-15
,(direct),(none),(direct),2026-01-15
,(direct),(none),(direct),2026-01-15
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2026-01-15
,SVP,Boton,App,2026-01-15
210202203037000,BANCOLOMBIA_VD_AON_GPMAX_PEF_CPA_CONVERSION_CUENTAS-DE-AHORRO_MDO00862_013_VENTAS-DIGITALES,cpc,google,2026-01-15
,(direct),(none),(direct),2026-01-15
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2026-01-15
,(direct),(none),(direct),2026-01-15
,SVP,Boton,App,2026-01-15
,(direct),(none),(direct),2026-01-15
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-15
,SVP,Boton,App,2026-01-15
,(direct),(none),(direct),2026-01-15
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2026-01-15
,BANCOLOMBIA_VD_AON_SEM-PDB_PEF_CPA_CONVERSION_TDC-SOLICITUDES_MDO00855_013_VENTAS-DIGITALES,cpc,google,2026-01-15
61022091643006,(organic),organic,google,2026-01-15
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2026-01-15
,(direct),(none),(direct),2026-01-15
,(direct),(none),(direct),2026-01-15
,(direct),(none),(direct),2026-01-15
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2026-01-15
,(direct),(none),(direct),2026-01-16
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-16
980628191049005,(referral),referral,pse.todo1.com,2026-01-16
,(direct),(none),(direct),2026-01-16
980628191049005,(referral),referral,pse.todo1.com,2026-01-16
,(direct),(none),(direct),2026-01-16
,(direct),(none),(direct),2026-01-16
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-16
,(direct),(none),(direct),2026-01-16
,(organic),organic,google,2026-01-16
,(direct),(none),(direct),2026-01-16
,(direct),(none),(direct),2026-01-16
,(direct),(none),(direct),2026-01-16
980628191049005,(referral),referral,pse.todo1.com,2026-01-16
,(direct),(none),(direct),2026-01-16
,(direct),(none),(direct),2026-01-16
,(direct),(none),(direct),2026-01-16
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-16
,(direct),(none),(direct),2026-01-16
980628191049005,(referral),referral,pse.todo1.com,2026-01-17
,(direct),(none),(direct),2026-01-17
,(direct),(none),(direct),2026-01-18
,(direct),(none),(direct),2026-01-18
240710104237000,(direct),(none),(direct),2026-01-18
,EMAIL_MECANICA_ENERO,link,email,2026-01-18
240710104237000,(direct),(none),(direct),2026-01-18
,(organic),organic,bing,2026-01-18
,(direct),(none),(direct),2026-01-18
,Htaccess-9-personas,Redirect,Organic,2026-01-18
,(direct),(none),(direct),2026-01-18
,Htaccess-9-personas,Redirect,Organic,2026-01-18
,(direct),(none),(direct),2026-01-18
,Htaccess-9-personas,Redirect,Organic,2026-01-18
,(direct),(none),(direct),2026-01-18
f96c1ec0-e62d-4236-9eac-3307b63bc4fa,always-on-personas-ayuda-conoce-tus-productos,,app-bancolombia,2026-01-19
,(direct),(none),(direct),2026-01-19
,(direct),(none),(direct),2026-01-19
,(direct),(none),(direct),2026-01-19
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-19
,(direct),(none),(direct),2026-01-19
,lospicados,redes,lospicados,2026-01-19
,(direct),(none),(direct),2026-01-20
,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_OCTUBRE,link,email,2026-01-20
,(organic),organic,google,2026-01-20
,(direct),(none),(direct),2026-01-20
210312160403001,NavidadPagos,card,app,2026-01-20
210312160403001,NavidadPagos,card,app,2026-01-20
,BANCOLOMBIA_PSN_AON_SEM_CONS_CPC_TRAFICO_PAGOS_APPLEPAY_CT_MDO00885_003,cpc,google,2026-01-20
140702150032000,(direct),(none),(direct),2026-01-20
201126140817000,(direct),(none),(direct),2026-01-20
,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_OCTUBRE,link,email,2026-01-20
230315120311000,(organic),organic,google,2026-01-20
,BANCOLOMBIA_PSN_AON_SEM_CONS_CPC_TRAFICO_PAGOS_APPLEPAY_CT_MDO00885_003,cpc,google,2026-01-20
210312160403001,NavidadPagos,card,app,2026-01-20
210312160403001,NavidadPagos,card,app,2026-01-20
,(direct),(none),(direct),2026-01-21
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-21
120524145342000,Htaccess-9-personas,Redirect,Organic,2026-01-21
,BANCOLOMBIA_PSN_EST_SEM_CONS_CPC_TRAFICO_MIGRACION_OIC5400002_011_NEGOCIO,cpc,google,2026-01-21
,(direct),(none),(direct),2026-01-21
,(referral),referral,youtube.com,2026-01-21
,(organic),organic,google,2026-01-21
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-21
210615161209000,(direct),(none),(direct),2026-01-21
,(organic),organic,google,2026-01-21
,(organic),organic,google,2026-01-21
,(organic),organic,google,2026-01-21
,(organic),organic,google,2026-01-21
,(direct),(none),(direct),2026-01-21
61022114008962,(direct),(none),(direct),2026-01-21
170509092901002,(direct),(none),(direct),2026-01-21
,(direct),(none),(direct),2026-01-21
,(organic),organic,google,2026-01-21
,(direct),(none),(direct),2026-01-21
,(direct),(none),(direct),2026-01-21
110127131547000,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-21
,(direct),(none),(direct),2026-01-21
61022112422988,(direct),(none),(direct),2026-01-21
,(direct),(none),(direct),2026-01-21
,(direct),(none),(direct),2026-01-21
,(direct),(none),(direct),2026-01-21
10409113241000,botontdc,banner,app,2026-01-21
120524145342000,Htaccess-9-personas,Redirect,Organic,2026-01-21
,(direct),(none),(direct),2026-01-21
,(direct),(none),(direct),2026-01-21
,BANCOLOMBIA_PSN_EST_SEM_CONS_CPC_TRAFICO_MIGRACION_OIC5400002_011_NEGOCIO,cpc,google,2026-01-21
,(direct),(none),(direct),2026-01-21
170509092901002,(direct),(none),(direct),2026-01-21
60126101205000,(direct),(none),(direct),2026-01-21
,BANCOLOMBIA_AT_EST_GDN_CONS_CPC_TRAFICO_RECOMPENSAS-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM,cpc,google,2026-01-21
,(organic),organic,google,2026-01-21
,(direct),(none),(direct),2026-01-21
,migracionapp,card,app,2026-01-21
,(direct),(none),(direct),2026-01-22
,(direct),(none),(direct),2026-01-22
,(organic),organic,google,2026-01-22
,(direct),(none),(direct),2026-01-22
,(direct),(none),(direct),2026-01-22
,,App,MiB,2026-01-22
,(direct),(none),(direct),2026-01-22
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-22
,(direct),(none),(direct),2026-01-22
,(direct),(none),(direct),2026-01-22
,,App,MiB,2026-01-22
,(direct),(none),(direct),2026-01-22
,(direct),(none),(direct),2026-01-22
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-22
180117144839000,(organic),organic,google,2026-01-22
,,App,MiB,2026-01-22
,(direct),(none),(direct),2026-01-22
,(direct),(none),(direct),2026-01-22
,(referral),referral,pse.todo1.com,2026-01-22
,,App,MiB,2026-01-22
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-22
90506093745000,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_OCTUBRE,link,email,2026-01-22
,(direct),(none),(direct),2026-01-22
,,App,MiB,2026-01-22
,,App,MiB,2026-01-22
,(direct),(none),(direct),2026-01-22
,,App,MiB,2026-01-22
,(direct),(none),(direct),2026-01-22
,(direct),(none),(direct),2026-01-22
,migracion_app,wtrack,email,2026-01-22
,(direct),(none),(direct),2026-01-22
,(direct),(none),(direct),2026-01-22
,(direct),(none),(direct),2026-01-22
,(direct),(none),(direct),2026-01-22
,,App,MiB,2026-01-22
,(direct),(none),(direct),2026-01-22
180117144839000,(organic),organic,google,2026-01-22
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-22
,(direct),(none),(direct),2026-01-22
,,App,MiB,2026-01-22
,,App,MiB,2026-01-22
,,App,MiB,2026-01-22
180117144839000,(organic),organic,google,2026-01-22
906110737000,(direct),(none),(direct),2026-01-22
,(organic),organic,google,2026-01-22
,(direct),(none),(direct),2026-01-22
,(direct),(none),(direct),2026-01-22
,(direct),(none),(direct),2026-01-22
,(direct),(none),(direct),2026-01-23
980629071746019,(organic),organic,google,2026-01-23
,(organic),organic,bing,2026-01-23
980629071746019,(organic),organic,google,2026-01-23
,BANCOLOMBIA_VD_AON_SEM-PDB_PEF_CPA_CONVERSION_TDC-SOLICITUDES_MDO00855_013_VENTAS-DIGITALES,cpc,google,2026-01-23
,(direct),(none),(direct),2026-01-23
,BANCOLOMBIA_AT_CONS_LLAVES-COMERCIOS-QR-EDU_001,cpm,Android (musicplayer.musicapps.music.mp3player),2026-01-23
,(referral),referral,utua.com.br,2026-01-23
980629071746019,(organic),organic,google,2026-01-23
,(direct),(none),(direct),2026-01-23
,(referral),referral,utua.com.br,2026-01-23
,(direct),(none),(direct),2026-01-23
220706133158000,,App,MiB,2026-01-23
,(direct),(none),(direct),2026-01-23
,(direct),(none),(direct),2026-01-23
,(direct),(none),(direct),2026-01-23
,(direct),(none),(direct),2026-01-23
,(direct),(none),(direct),2026-01-23
,(direct),(none),(direct),2026-01-23
,(referral),referral,utua.com.br,2026-01-23
,BANCOLOMBIA_VD_AON_SEM-PDB_PEF_CPA_CONVERSION_TDC-SOLICITUDES_MDO00855_013_VENTAS-DIGITALES,cpc,google,2026-01-23
,(direct),(none),(direct),2026-01-23
220706133158000,,App,MiB,2026-01-23
,(direct),(none),(direct),2026-01-23
980629071746019,(organic),organic,google,2026-01-23
,(direct),(none),(direct),2026-01-23
980629071746019,(organic),organic,google,2026-01-23
220706133158000,,App,MiB,2026-01-23
,(direct),(none),(direct),2026-01-23
980629071746019,(organic),organic,google,2026-01-23
980629071746019,(organic),organic,google,2026-01-23
980629071746019,(organic),organic,google,2026-01-23
,BANCOLOMBIA_AT_CONS_LLAVES-COMERCIOS-QR-EDU_001,cpm,Android (musicplayer.musicapps.music.mp3player),2026-01-23
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-23
,(direct),(none),(direct),2026-01-23
,(direct),(none),(direct),2026-01-24
,(direct),(none),(direct),2026-01-24
,(direct),(none),(direct),2026-01-24
,BANCOLOMBIA_VD_AON_SEM-PDB_PEF_CPA_CONVERSION_CUENTAS-DE-AHORRO_MDO00862_BOGOTA_005_VENTAS-DIGITALES,cpc,google,2026-01-24
,(direct),(none),(direct),2026-01-24
,(direct),(none),(direct),2026-01-24
,(direct),(none),(direct),2026-01-24
,(direct),(none),(direct),2026-01-24
,BANCOLOMBIA_VD_AON_SEM-PDB_PEF_CPA_CONVERSION_CUENTAS-DE-AHORRO_MDO00862_BOGOTA_005_VENTAS-DIGITALES,cpc,google,2026-01-24
,(direct),(none),(direct),2026-01-25
190827203845000,(direct),(none),(direct),2026-01-25
190827203845000,(direct),(none),(direct),2026-01-25
,(direct),(none),(direct),2026-01-25
,(direct),(none),(direct),2026-01-25
,(organic),organic,google,2026-01-25
,(direct),(none),(direct),2026-01-25
,(direct),(none),(direct),2026-01-25
,(direct),(none),(direct),2026-01-25
,(direct),(none),(direct),2026-01-25
,(direct),(none),(direct),2026-01-26
,(organic),organic,google,2026-01-26
,(organic),organic,google,2026-01-26
,(organic),organic,google,2026-01-26
70214153755000,(direct),(none),(direct),2026-01-26
,(organic),organic,google,2026-01-26
,(direct),(none),(direct),2026-01-26
,(organic),organic,google,2026-01-26
,(organic),organic,google,2026-01-26
,(organic),organic,google,2026-01-26
,(direct),(none),(direct),2026-01-27
171101141441000,(direct),(none),(direct),2026-01-27
,(direct),(none),(direct),2026-01-27
,(direct),(none),(direct),2026-01-27
,EMAIL_MECANICA_ENERO,link,email,2026-01-27
,(organic),organic,google,2026-01-27
,(direct),(none),(direct),2026-01-27
,(direct),(none),(direct),2026-01-27
,EMAIL_MECANICA_ENERO,link,email,2026-01-27
,(direct),(none),(direct),2026-01-27
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-27
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-27
151105133615004,(direct),(none),(direct),2026-01-28
111108103323000,(direct),(none),(direct),2026-01-28
70831145844000,(direct),(none),(direct),2026-01-28
,botoncuentas,banner,app,2026-01-28
,(direct),(none),(direct),2026-01-28
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-28
,(organic),organic,google,2026-01-28
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
110415113550000,(organic),organic,google,2026-01-28
140808112544000,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,always-on-personas-ajustes-proteccion-datos-personales,boton,app-bancolombia,2026-01-28
,(direct),(none),(direct),2026-01-28
,(organic),organic,google,2026-01-28
,(direct),(none),(direct),2026-01-28
110802111305003,(referral),referral,pse.todo1.com,2026-01-28
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-28
,(direct),(none),(direct),2026-01-28
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,EMAIL_MECANICA_ENERO,link,email,2026-01-28
,EMAIL_PYMES_INDEPENDIENTES_REMARKETING_ENERO,link,email,2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
131010105112000,(organic),organic,google,2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
151117195938003,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-28
,EMAIL_MECANICA_ENERO,link,email,2026-01-28
151117195938003,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
140910160226000,BANCOLOMBIA_PSN_EST_SEM_CONS_CPC_TRAFICO_MIGRACION_OIC5400002_SVP_023_NEGOCIO,cpc,google,2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-28
,botoncuentas,banner,app,2026-01-28
,Htaccess-9-personas,Redirect,Organic,2026-01-28
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-28
,(organic),organic,google,2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,NavidadPagos,card,app,2026-01-28
140808112544000,(direct),(none),(direct),2026-01-28
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-28
,(direct),(none),(direct),2026-01-28
210615161209000,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
110202093936001,(direct),(none),(direct),2026-01-28
,(organic),organic,google,2026-01-28
,NavidadPagos,card,app,2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,(organic),organic,google,2026-01-28
,(direct),(none),(direct),2026-01-28
110802111305003,(referral),referral,pse.todo1.com,2026-01-28
,(direct),(none),(direct),2026-01-28
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-28
61022102828092,(organic),organic,google,2026-01-28
,(direct),(none),(direct),2026-01-28
110202093936001,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_NOVIEMBRE,link,email,2026-01-28
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,(direct),(none),(direct),2026-01-28
,(organic),organic,google,2026-01-28
